2020-06-07-12:37:10,trachia,0,0,673073,4375,nan,nan,nan

2020-06-07-12:37:10,spine,0,0,674551,2897,nan,nan,nan

2020-06-07-12:37:12,background,320102,11836,334103,11407,0.9643,0.9656,0.965

2020-06-07-12:37:12,lungs1,114537,5644,554630,2637,0.953,0.9775,0.9651

2020-06-07-12:37:12,lung2,121387,3296,549917,2848,0.9736,0.9771,0.9753

2020-06-07-12:37:12,heart,92422,8224,574639,2163,0.9183,0.9771,0.9468

2020-06-07-12:37:12,esophagus,0,0,674775,2673,nan,nan,nan

2020-06-07-12:37:12,trachia,0,0,673073,4375,nan,nan,nan

2020-06-07-12:37:12,spine,0,0,674551,2897,nan,nan,nan

